23994	9802
23996	5704
23997	5719
378462	729967
12671	1131
19713	5979
19712	5978
65099	134728
286940	2317
11540	135
19718	5982
69957	8881
11545	142
244349	7994
26374	64326
26373	1186
26371	9391
26370	1069
78912	6668
214899	5927
22260	7376
107392	25855
73086	9252
19156	5660
19401	5914
19400	5913
19374	5897
75547	11214
16675	342574
68728	58476
19373	5896
74838	80155
56233	51564
110310	3855
12700	1154
12703	8651
12702	9021
12705	4435
12709	1152
236539	26227
74016	26147
27371	9047
27373	1454
27374	10419
27375	27134
192176	2316
68090	10897
13609	1901
192170	9775
23849	1316
27176	6130
210126	4026
16569	9371
64704	27429
64707	79723
224624	57799
75725	9678
57296	5714
30926	10539
16497	7881
104662	55720
16491	3738
16490	3737
16492	3739
13544	1857
56839	9211
13542	1855
13543	1856
17380	4311
16706	8844
13548	1859
17387	4323
224938	9867
12018	578
12015	572
12014	60468
74122	79188
12010	567
12013	571
74126	84447
17258	4205
100017	26119
26397	5606
26396	5605
72074	257629
227231	1373
52463	80312
26399	5608
11767	8907
17257	4204
101943	23450
19014	5469
56195	58155
20740	6709
20742	6711
15204	8924
17237	23295
64290	27023
244667	27185
16513	3766
218203	29116
15201	3070
75617	6230
64050	8089
64051	9900
75613	81857
16818	3932
74237	10844
102442	10260
21926	7124
11614	190
21924	7134
11610	57085
69178	27131
12122	637
12124	638
21929	7128
12995	1457
53605	4673
53356	8666
20525	6513
11949	509
11946	498
11944	495
18457	26258
53608	9064
27998	56915
99512	22911
70392	142689
16924	84708
170930	6613
18854	5371
211550	92610
65020	10782
54422	56751
12234	8945
54420	9073
12236	701
12231	696
54427	29947
16648	3839
18761	5588
71889	55040
14620	2707
170731	9927
71828	11036
71820	89891
14579	2669
20220	10284
20418	53358
20419	79801
26441	5685
20415	6462
20416	6464
20410	10174
58217	54210
80976	57586
219158	57805
68776	6882
67035	11080
20224	56681
58184	9125
78284	148327
110954	6134
13052	1525
54392	64151
54393	2550
54394	51379
68114	84939
67399	9260
18707	5293
18706	5290
108829	221037
71750	22864
18709	5296
18708	5295
67588	10193
14247	2313
14712	8443
14245	23175
217866	9578
17973	4690
14718	2805
14719	2806
56430	6249
14248	2314
68263	5162
99730	6884
208727	9759
20257	11075
14397	2557
29816	9026
237459	5128
353187	9975
29811	57447
29810	9531
12493	951
19277	5800
67367	94104
12494	952
15441	50809
12496	954
17121	83463
68828	81493
76572	27288
18148	4869
216825	23326
18140	29128
18143	4862
19183	29893
16906	4001
59030	8195
66185	25962
59035	10498
83767	8936
66614	54865
16909	4005
66340	55851
76884	26999
13835	2041
13836	1969
214669	83746
13831	80314
13838	2043
268859	54715
12831	1289
21754	7016
192292	29959
15040	3133
380924	10562
16572	3798
28185	9868
234779	5336
73723	83442
77683	79813
208943	55930
242785	9903
225870	9610
67439	56949
66824	29108
13602	8404
53972	25791
13875	2077
225896	51035
13722	9255
238505	4548
72416	10128
13726	2010
228598	57593
104445	11135
77113	11275
66125	83443
26365	634
20190	6261
103573	7514
26564	4920
11370	37
19386	727851
77286	55922
22272	27089
22273	7384
19411	5916
22278	7391
14605	1831
19416	51655
19417	5923
16663	3860
19362	10635
16667	3872
19360	10111
19361	5888
56226	83715
104383	283248
16668	3875
56222	163732
94232	56893
94230	29894
19185	5710
214084	6571
209456	7159
12715	1158
19017	10891
59287	23385
140557	27127
23872	2114
23871	2113
23877	84922
58231	6789
23879	9513
14645	2752
192160	22794
19704	5976
27140	30012
93687	1452
93686	23543
93684	9403
100710	23047
15413	3215
19708	5977
69564	27231
99982	23028
108737	9943
16485	3736
16480	3728
59040	55288
22702	132625
104362	644890
69745	57804
77627	64800
14433	2597
140887	222484
11750	310
12006	8313
56532	11035
12005	8312
80743	64601
12000	554
11758	9588
16392	3670
16391	10379
16396	83737
27277	9950
26380	2103
26381	2104
16398	3673
101023	130557
14536	2649
104015	8867
104721	1653
107528	57692
20737	6693
20739	6708
99152	29882
17283	4221
14163	2245
17286	4223
17535	4361
17537	56917
17536	4212
17533	4360
17532	22808
13449	9046
13448	1796
16800	9181
16801	9138
84113	53635
27041	10146
227644	6621
64930	7248
21934	8792
57890	132014
11625	197
21937	7132
21939	958
11628	57379
227648	9919
97212	3030
53610	4841
57314	51497
53612	10490
57316	10438
99371	10564
105522	23243
11973	529
11972	9114
20084	6222
11975	535
21665	6996
17758	4134
64337	51764
20649	6641
20648	6640
18609	3651
21417	6935
21667	6997
17754	4130
17756	4133
233833	27327
13198	1649
13193	1641
106389	55840
13191	1639
13197	1647
18845	5362
13195	1644
12226	694
12227	7832
12224	688
12223	685
54419	9074
12228	10950
70650	55596
22632	7528
70834	9043
14870	2950
26965	8454
14658	2743
17865	4605
71833	10238
70349	1315
71835	55915
108723	84433
68292	201595
107702	6050
20399	25970
20393	6446
58203	81030
20391	6442
238880	345651
20465	6493
20464	6492
20467	23309
330171	83892
21427	6944
58198	6299
13424	1778
13063	54205
21423	6929
18933	5396
67023	55850
58194	30011
21429	7343
380664	23592
18718	5305
18719	8395
12952	1407
12953	1408
18715	11040
71740	81607
18717	23396
18710	8503
54343	55729
20262	50861
108030	8825
230257	9991
14401	2561
11845	382
108037	6472
67117	6990
18534	5105
68585	57142
68581	10972
29808	23269
68349	4722
18626	5187
18627	8864
18628	8863
68346	23408
27078	27077
68612	11065
68611	10573
12483	933
15904	3400
67378	583
15903	3399
15900	3394
67374	58494
327987	9969
243958	89790
242425	9568
268996	6760
59007	55768
59006	51778
59004	51588
108100	10458
109905	5906
18642	5213
18150	10360
59009	57630
54720	1827
26395	5604
13806	2023
110809	6426
77963	51361
14470	10567
19941	6154
12798	1265
108946	26009
78656	10902
23885	64395
67203	54820
67204	8894
268465	146956
67755	51202
217306	342510
50880	51540
13840	285220
232811	84787
66155	51506
13849	2052
13848	2051
73660	57010
66403	25842
230674	9682
67979	84896
105837	27085
30945	25897
105835	27352
64176	9899
67972	490
12477	1493
66977	83540
18519	8850
66970	23635
12822	80781
66085	8665
12475	929
72399	8315
26398	6416
66570	79019
17134	4097
207259	201501
11765	164
73710	347733
12571	1021
65079	65078
71991	1161
103967	26052
244310	9228
70549	83660
11569	121536
22648	339327
101706	4926
22642	7709
22393	7466
68705	2963
225888	51111
76983	23256
11567	10677
13992	10656
13990	56916
192231	10614
109272	4604
26557	9455
26556	9456
19179	5700
110157	5894
19173	5693
19172	5692
19171	5699
19170	5689
19177	5695
228536	22893
19175	5694
22027	7184
19352	5876
22025	7181
56218	23598
19357	5885
19356	5884
19354	5880
56213	5654
94221	57120
19359	5887
56210	51455
56216	112755
22029	7185
16650	23633
77037	56246
74039	150372
110379	6396
73046	51218
13669	8661
192159	10594
98660	477
56699	23580
19286	5805
19289	9543
13660	10938
654824	353322
13665	1965
13666	9451
73914	11213
56459	10055
56458	2308
56455	8655
93695	10457
56456	86
56451	8802
68988	26121
104263	55818
56452	23594
20194	6281
75291	79842
386612	79228
52521	90441
668303	26153
16728	3897
21405	6927
17130	4091
19739	8787
13528	1838
11740	292
17420	4331
11745	306
11746	307
11747	308
11749	309
16898	6187
193796	23030
13007	1465
12034	11331
19735	5997
18227	4929
56490	26137
104001	6252
18220	4924
63913	116496
13000	1459
20892	201254
20893	8553
13003	1462
19326	9230
18223	9253
474156	221504
13112	1577
16835	3949
16833	3948
16832	3945
19823	9616
235567	23317
19732	5863
16348	27130
330938	85458
72522	127002
209091	85417
23834	990
52024	118932
56070	10915
105732	286077
235611	5364
235610	84126
11632	9049
53376	9099
20090	6235
70223	4677
53378	6386
100042150	9542
217718	91754
237615	283373
13180	5092
98845	64787
20658	6651
27979	8662
68119	123920
53602	3241
20655	6647
12615	1058
20650	6645
16907	84823
75273	27043
16905	4000
94176	1794
14884	2965
14885	2968
53975	11218
320299	9657
12217	8927
12215	682
54401	7529
320560	160518
74764	89953
231912	84056
243548	166336
58235	5818
58234	85358
236900	5165
18548	5122
20383	6428
18545	126006
66395	79026
20389	6440
71514	6421
14080	2168
12121	636
14082	8772
219131	51131
14084	11124
67268	103910
20472	10736
20473	6496
20471	6495
20476	4990
213990	116988
20475	147912
21412	6943
21410	6928
211446	11336
21416	6934
21415	83439
18948	5409
21419	7021
72544	118460
11964	523
18430	5021
11966	526
18432	10514
71609	8717
78266	57592
269589	84958
14130	2213
14661	2746
18099	51701
17210	4170
76378	54763
12929	1399
12928	1398
18763	5310
18762	5590
18764	5311
18767	5569
20271	6331
71994	1266
14268	2335
14269	23048
20276	6337
20277	6338
54354	83593
14265	2332
13716	8178
14260	342184
319924	320
20527	6515
30054	56163
107607	10392
14580	2670
22612	7525
18453	5034
73738	55559
268294	9841
18386	4985
18003	4739
14132	2217
234577	221184
75416	8602
15930	3620
237877	79915
18160	4881
67300	1213
59010	58472
59011	58529
59013	3187
59016	57215
269713	7461
15114	9001
216197	10970
11941	491
15111	9464
15110	9421
246709	6003
14469	2634
17992	4697
66362	51010
14462	2625
14463	2626
14460	2623
14461	2624
14466	2629
14464	140628
14465	2627
71777	54556
243897	199720
76877	9609
212167	54103
233406	9055
13853	7957
233405	26276
67943	23184
50878	10734
67941	51065
13855	22905
50875	29766
13858	2060
72278	9236
66413	9861
67949	84365
228913	7764
216869	409
12858	9377
67781	3608
109880	673
216860	84461
12857	1327
76199	23389
70314	79874
16644	3827
76073	84333
330502	284406
319583	3981
11600	284
225326	5289
71772	196463
13207	1655
381308	3428
83409	28956
22658	7703
228005	9360
228869	57727
22388	9948
13204	1665
101739	11168
12562	1003
22380	11193
56643	6564
72475	23648
26549	26548
22385	9031
19164	5663
16590	3815
19166	5683
93759	23411
30960	9218
12452	901
27015	51426
66890	10960
11350	25
22061	8626
66894	11060
13983	2100
22259	10062
73834	51382
67760	54407
22256	7374
22030	7186
22031	7187
74026	339287
22033	7188
22034	7189
383619	9447
22036	10293
67414	55669
22038	5359
19345	5878
19346	5870
19347	23258
19340	9545
19341	5867
16646	3836
16647	3838
12738	9075
12739	1365
225849	5526
72508	6198
12737	9076
231130	79155
75565	112869
232807	54776
19294	5819
57376	6605
19298	5824
277250	51780
12237	9184
19762	6014
19763	6015
16000	3479
70661	23387
19766	8737
241226	8516
16004	3482
19765	10928
20474	51804
56444	55860
56445	10294
56443	10552
56440	6642
21888	7091
50876	29767
56847	220
17354	8028
98432	23239
57247	92822
13627	1915
53328	10857
19821	6045
11798	331
12020	579
12021	580
231051	58508
22724	51043
208146	55689
12028	581
12029	255877
75465	83657
13510	1828
67785	9202
259277	11202
23921	10603
105246	65980
100009600	100125288
106344	5984
236643	94122
16188	3563
259279	10426
14706	2786
56200	9188
21881	7086
56208	8678
69035	51304
75646	26064
20869	6794
16195	3572
13629	1938
20867	10963
99890	55170
20860	6783
21885	7088
327814	8499
16822	3937
353237	56134
331623	57673
16825	8861
16826	9079
16828	3939
68097	140735
102414	1198
14623	10804
74201	79598
74203	56478
235339	1737
16416	3690
52589	83988
17196	4155
81703	122953
81702	26057
17192	53615
17191	8932
17777	4547
17776	23139
109700	3672
57330	64599
231830	79778
17172	429
20663	6655
20662	6654
20661	6272
20660	6653
20666	6664
20665	6663
232232	79885
15162	3055
16918	4610
16917	4010
80905	5429
16911	8543
16913	5696
21393	8557
329581	79444
57259	10766
21399	6917
12683	1149
58220	84612
26949	10493
70361	3998
20916	8803
20911	6813
20910	6812
14679	2773
14678	2771
26940	51295
211586	7029
14674	10672
18553	5046
18550	5045
18551	54760
353047	9842
99412	2801
226049	10655
121021	1464
70699	23165
226407	22930
226041	5239
18951	5413
21408	6940
21406	6938
16470	124590
21401	6920
21402	6500
12144	641
17441	4340
70804	10424
328365	57178
269593	7798
12934	1808
84585	63891
18772	5317
108058	817
18771	5316
67573	84171
53416	27347
14218	9644
53414	705
53413	23265
14211	10592
15166	610
21869	7080
108699	1123
67177	81620
20044	6208
14180	2254
14182	2260
246103	6314
14184	2261
14186	2264
68328	5872
27419	4669
18390	4988
226442	23528
18393	4999
18171	8856
68818	130617
15929	3421
18176	4893
229615	10401
104884	55775
235134	4798
97908	8356
217031	6871
234699	23644
66870	26135
14695	2784
14694	10399
14697	10681
14696	59345
17984	4692
66317	80349
14816	2911
11863	405
14814	2906
71766	125950
216459	140465
67772	57680
67773	84148
18089	159296
11864	9915
76233	116092
67951	84617
216856	57555
12590	1044
12591	1045
50868	9817
13867	2065
72265	23471
13864	2063
22223	7345
12808	23242
231329	5431
80283	80325
237523	374462
73689	282991
14527	2642
231580	2580
26611	5955
66556	10589
234214	8470
319845	27241
66552	84888
73845	338699
66222	1992
170643	55243
77125	90865
22627	7531
22629	7533
22628	7532
15214	23493
17979	8202
50997	4355
50995	10054
12444	894
12445	896
12442	9133
12443	595
11464	70
93742	56288
213539	9532
103583	23291
12449	899
56724	9419
245000	545
69719	790
19339	5864
12455	904
74053	23426
18104	1728
19332	55647
19337	9363
19336	53917
22282	7392
13645	1950
13644	10278
13643	1949
13641	1947
13640	1946
22289	7403
22288	7402
78920	1743
13649	1956
12450	900
13885	2098
23808	9070
26445	5690
26444	5688
26447	11201
26446	5691
231123	79441
26440	5682
26443	5687
104248	23523
214189	10590
320840	257194
19025	5476
14714	2796
170484	7827
56470	10287
19752	6035
19247	5781
56309	26292
217864	23186
16211	3837
17349	4291
17347	2872
101185	25913
17342	4286
19248	5782
57785	29098
234959	9440
12053	604
214162	4297
13982	2099
16580	3833
80718	5874
20638	6628
208177	90102
13480	8813
12696	1153
12695	10207
104027	11346
56787	56676
21898	7099
230514	54741
21894	7094
270627	6872
21892	7092
23938	5607
27224	6924
27223	7158
27221	10036
223770	23774
97064	25937
64010	60485
21652	5252
227290	14
